"order_id","order_date","customer_id","contact_name","product_id","product_name","category_id","unit_price","units_in_stock","units_on_order","reorder_level","discontinued","order_id-2","product_id-2","unit_price-2","quantity","discount","employee_id","birth_date","hire_date","category_id-2","category_name","shipper_id","company_name"
10687,"1997-09-30","HUNGO","Patricia McKenna",29,"Thüringer Rostbratwurst",6,"123.79",0,0,0,1,10687,29,"123.79",10,"0",9,"1966-01-27","1994-11-15",6,"Meat/Poultry",2,"United Package"
10687,"1997-09-30","HUNGO","Patricia McKenna",36,"Inlagd Sill",8,"19",112,0,20,0,10687,36,"19",6,"0.25",9,"1966-01-27","1994-11-15",8,"Seafood",2,"United Package"
10688,"1997-10-01","VAFFE","Palle Ibsen",10,"Ikura",8,"31",31,0,0,0,10688,10,"31",18,"0.1",4,"1937-09-19","1993-05-03",8,"Seafood",2,"United Package"
10688,"1997-10-01","VAFFE","Palle Ibsen",28,"Rössle Sauerkraut",7,"45.6",26,0,0,1,10688,28,"45.6",60,"0.1",4,"1937-09-19","1993-05-03",7,"Produce",2,"United Package"
10688,"1997-10-01","VAFFE","Palle Ibsen",34,"Sasquatch Ale",1,"14",111,0,15,0,10688,34,"14",14,"0",4,"1937-09-19","1993-05-03",1,"Beverages",2,"United Package"
10689,"1997-10-01","BERGS","Christina Berglund",1,"Chai",1,"18",39,0,10,1,10689,1,"18",35,"0.25",1,"1948-12-08","1992-05-01",1,"Beverages",2,"United Package"
10690,"1997-10-02","HANAR","Mario Pontes",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10690,56,"38",20,"0.25",1,"1948-12-08","1992-05-01",5,"Grains/Cereals",1,"Speedy Express"
10690,"1997-10-02","HANAR","Mario Pontes",77,"Original Frankfurter grüne Soße",2,"13",32,0,15,0,10690,77,"13",30,"0.25",1,"1948-12-08","1992-05-01",2,"Condiments",1,"Speedy Express"
10691,"1997-10-03","QUICK","Horst Kloss",1,"Chai",1,"18",39,0,10,1,10691,1,"18",30,"0",2,"1952-02-19","1992-08-14",1,"Beverages",2,"United Package"
10691,"1997-10-03","QUICK","Horst Kloss",29,"Thüringer Rostbratwurst",6,"123.79",0,0,0,1,10691,29,"123.79",40,"0",2,"1952-02-19","1992-08-14",6,"Meat/Poultry",2,"United Package"
10691,"1997-10-03","QUICK","Horst Kloss",43,"Ipoh Coffee",1,"46",17,10,25,0,10691,43,"46",40,"0",2,"1952-02-19","1992-08-14",1,"Beverages",2,"United Package"
10691,"1997-10-03","QUICK","Horst Kloss",44,"Gula Malacca",2,"19.45",27,0,15,0,10691,44,"19.45",24,"0",2,"1952-02-19","1992-08-14",2,"Condiments",2,"United Package"
10691,"1997-10-03","QUICK","Horst Kloss",62,"Tarte au sucre",3,"49.3",17,0,0,0,10691,62,"49.3",48,"0",2,"1952-02-19","1992-08-14",3,"Confections",2,"United Package"
10692,"1997-10-03","ALFKI","Maria Anders",63,"Vegie-spread",2,"43.9",24,0,5,0,10692,63,"43.9",20,"0",4,"1937-09-19","1993-05-03",2,"Condiments",2,"United Package"
10693,"1997-10-06","WHITC","Karl Jablonski",9,"Mishi Kobe Niku",6,"97",29,0,0,1,10693,9,"97",6,"0",3,"1963-08-30","1992-04-01",6,"Meat/Poultry",3,"Federal Shipping"
10693,"1997-10-06","WHITC","Karl Jablonski",54,"Tourtière",6,"7.45",21,0,10,0,10693,54,"7.45",60,"0.15",3,"1963-08-30","1992-04-01",6,"Meat/Poultry",3,"Federal Shipping"
10693,"1997-10-06","WHITC","Karl Jablonski",69,"Gudbrandsdalsost",4,"36",26,0,15,0,10693,69,"36",30,"0.15",3,"1963-08-30","1992-04-01",4,"Dairy Products",3,"Federal Shipping"
10693,"1997-10-06","WHITC","Karl Jablonski",73,"Röd Kaviar",8,"15",101,0,5,0,10693,73,"15",15,"0.15",3,"1963-08-30","1992-04-01",8,"Seafood",3,"Federal Shipping"
10694,"1997-10-06","QUICK","Horst Kloss",7,"Uncle Bob's Organic Dried Pears",7,"30",15,0,10,0,10694,7,"30",90,"0",8,"1958-01-09","1994-03-05",7,"Produce",3,"Federal Shipping"
10694,"1997-10-06","QUICK","Horst Kloss",59,"Raclette Courdavault",4,"55",79,0,0,0,10694,59,"55",25,"0",8,"1958-01-09","1994-03-05",4,"Dairy Products",3,"Federal Shipping"
10694,"1997-10-06","QUICK","Horst Kloss",70,"Outback Lager",1,"15",15,10,30,0,10694,70,"15",50,"0",8,"1958-01-09","1994-03-05",1,"Beverages",3,"Federal Shipping"
10695,"1997-10-07","WILMK","Matti Karttunen",8,"Northwoods Cranberry Sauce",2,"40",6,0,0,0,10695,8,"40",10,"0",7,"1960-05-29","1994-01-02",2,"Condiments",1,"Speedy Express"
10695,"1997-10-07","WILMK","Matti Karttunen",12,"Queso Manchego La Pastora",4,"38",86,0,0,0,10695,12,"38",4,"0",7,"1960-05-29","1994-01-02",4,"Dairy Products",1,"Speedy Express"
10695,"1997-10-07","WILMK","Matti Karttunen",24,"Guaraná Fantástica",1,"4.5",20,0,0,1,10695,24,"4.5",20,"0",7,"1960-05-29","1994-01-02",1,"Beverages",1,"Speedy Express"
10696,"1997-10-08","WHITC","Karl Jablonski",17,"Alice Mutton",6,"39",0,0,0,1,10696,17,"39",20,"0",8,"1958-01-09","1994-03-05",6,"Meat/Poultry",3,"Federal Shipping"
10696,"1997-10-08","WHITC","Karl Jablonski",46,"Spegesild",8,"12",95,0,0,0,10696,46,"12",18,"0",8,"1958-01-09","1994-03-05",8,"Seafood",3,"Federal Shipping"
10697,"1997-10-08","LINOD","Felipe Izquierdo",19,"Teatime Chocolate Biscuits",3,"9.2",25,0,5,0,10697,19,"9.2",7,"0.25",3,"1963-08-30","1992-04-01",3,"Confections",1,"Speedy Express"
10697,"1997-10-08","LINOD","Felipe Izquierdo",35,"Steeleye Stout",1,"18",20,0,15,0,10697,35,"18",9,"0.25",3,"1963-08-30","1992-04-01",1,"Beverages",1,"Speedy Express"
10697,"1997-10-08","LINOD","Felipe Izquierdo",58,"Escargots de Bourgogne",8,"13.25",62,0,20,0,10697,58,"13.25",30,"0.25",3,"1963-08-30","1992-04-01",8,"Seafood",1,"Speedy Express"
10697,"1997-10-08","LINOD","Felipe Izquierdo",70,"Outback Lager",1,"15",15,10,30,0,10697,70,"15",30,"0.25",3,"1963-08-30","1992-04-01",1,"Beverages",1,"Speedy Express"
10698,"1997-10-09","ERNSH","Roland Mendel",11,"Queso Cabrales",4,"21",22,30,30,0,10698,11,"21",15,"0",4,"1937-09-19","1993-05-03",4,"Dairy Products",1,"Speedy Express"
10698,"1997-10-09","ERNSH","Roland Mendel",17,"Alice Mutton",6,"39",0,0,0,1,10698,17,"39",8,"0.05",4,"1937-09-19","1993-05-03",6,"Meat/Poultry",1,"Speedy Express"
10698,"1997-10-09","ERNSH","Roland Mendel",29,"Thüringer Rostbratwurst",6,"123.79",0,0,0,1,10698,29,"123.79",12,"0.05",4,"1937-09-19","1993-05-03",6,"Meat/Poultry",1,"Speedy Express"
10698,"1997-10-09","ERNSH","Roland Mendel",65,"Louisiana Fiery Hot Pepper Sauce",2,"21.05",76,0,0,0,10698,65,"21.05",65,"0.05",4,"1937-09-19","1993-05-03",2,"Condiments",1,"Speedy Express"
10698,"1997-10-09","ERNSH","Roland Mendel",70,"Outback Lager",1,"15",15,10,30,0,10698,70,"15",8,"0.05",4,"1937-09-19","1993-05-03",1,"Beverages",1,"Speedy Express"
10699,"1997-10-09","MORGK","Alexander Feuer",47,"Zaanse koeken",3,"9.5",36,0,0,0,10699,47,"9.5",12,"0",3,"1963-08-30","1992-04-01",3,"Confections",3,"Federal Shipping"
10700,"1997-10-10","SAVEA","Jose Pavarotti",1,"Chai",1,"18",39,0,10,1,10700,1,"18",5,"0.2",3,"1963-08-30","1992-04-01",1,"Beverages",1,"Speedy Express"
10700,"1997-10-10","SAVEA","Jose Pavarotti",34,"Sasquatch Ale",1,"14",111,0,15,0,10700,34,"14",12,"0.2",3,"1963-08-30","1992-04-01",1,"Beverages",1,"Speedy Express"
10700,"1997-10-10","SAVEA","Jose Pavarotti",68,"Scottish Longbreads",3,"12.5",6,10,15,0,10700,68,"12.5",40,"0.2",3,"1963-08-30","1992-04-01",3,"Confections",1,"Speedy Express"
10700,"1997-10-10","SAVEA","Jose Pavarotti",71,"Flotemysost",4,"21.5",26,0,0,0,10700,71,"21.5",60,"0.2",3,"1963-08-30","1992-04-01",4,"Dairy Products",1,"Speedy Express"
10701,"1997-10-13","HUNGO","Patricia McKenna",59,"Raclette Courdavault",4,"55",79,0,0,0,10701,59,"55",42,"0.15",6,"1963-07-02","1993-10-17",4,"Dairy Products",3,"Federal Shipping"
10701,"1997-10-13","HUNGO","Patricia McKenna",71,"Flotemysost",4,"21.5",26,0,0,0,10701,71,"21.5",20,"0.15",6,"1963-07-02","1993-10-17",4,"Dairy Products",3,"Federal Shipping"
10701,"1997-10-13","HUNGO","Patricia McKenna",76,"Lakkalikööri",1,"18",57,0,20,0,10701,76,"18",35,"0.15",6,"1963-07-02","1993-10-17",1,"Beverages",3,"Federal Shipping"
10702,"1997-10-13","ALFKI","Maria Anders",3,"Aniseed Syrup",2,"10",13,70,25,0,10702,3,"10",6,"0",4,"1937-09-19","1993-05-03",2,"Condiments",1,"Speedy Express"
10702,"1997-10-13","ALFKI","Maria Anders",76,"Lakkalikööri",1,"18",57,0,20,0,10702,76,"18",15,"0",4,"1937-09-19","1993-05-03",1,"Beverages",1,"Speedy Express"
10703,"1997-10-14","FOLKO","Maria Larsson",2,"Chang",1,"19",17,40,25,1,10703,2,"19",5,"0",6,"1963-07-02","1993-10-17",1,"Beverages",2,"United Package"
10703,"1997-10-14","FOLKO","Maria Larsson",59,"Raclette Courdavault",4,"55",79,0,0,0,10703,59,"55",35,"0",6,"1963-07-02","1993-10-17",4,"Dairy Products",2,"United Package"
10703,"1997-10-14","FOLKO","Maria Larsson",73,"Röd Kaviar",8,"15",101,0,5,0,10703,73,"15",35,"0",6,"1963-07-02","1993-10-17",8,"Seafood",2,"United Package"
10704,"1997-10-14","QUEEN","Lúcia Carvalho",4,"Chef Anton's Cajun Seasoning",2,"22",53,0,0,0,10704,4,"22",6,"0",6,"1963-07-02","1993-10-17",2,"Condiments",1,"Speedy Express"
10704,"1997-10-14","QUEEN","Lúcia Carvalho",24,"Guaraná Fantástica",1,"4.5",20,0,0,1,10704,24,"4.5",35,"0",6,"1963-07-02","1993-10-17",1,"Beverages",1,"Speedy Express"
10704,"1997-10-14","QUEEN","Lúcia Carvalho",48,"Chocolade",3,"12.75",15,70,25,0,10704,48,"12.75",24,"0",6,"1963-07-02","1993-10-17",3,"Confections",1,"Speedy Express"
10705,"1997-10-15","HILAA","Carlos Hernández",31,"Gorgonzola Telino",4,"12.5",0,70,20,0,10705,31,"12.5",20,"0",9,"1966-01-27","1994-11-15",4,"Dairy Products",2,"United Package"
10705,"1997-10-15","HILAA","Carlos Hernández",32,"Mascarpone Fabioli",4,"32",9,40,25,0,10705,32,"32",4,"0",9,"1966-01-27","1994-11-15",4,"Dairy Products",2,"United Package"
10706,"1997-10-16","OLDWO","Rene Phillips",16,"Pavlova",3,"17.45",29,0,10,0,10706,16,"17.45",20,"0",8,"1958-01-09","1994-03-05",3,"Confections",3,"Federal Shipping"
10706,"1997-10-16","OLDWO","Rene Phillips",43,"Ipoh Coffee",1,"46",17,10,25,0,10706,43,"46",24,"0",8,"1958-01-09","1994-03-05",1,"Beverages",3,"Federal Shipping"
10706,"1997-10-16","OLDWO","Rene Phillips",59,"Raclette Courdavault",4,"55",79,0,0,0,10706,59,"55",8,"0",8,"1958-01-09","1994-03-05",4,"Dairy Products",3,"Federal Shipping"
10707,"1997-10-16","AROUT","Thomas Hardy",55,"Pâté chinois",6,"24",115,0,20,0,10707,55,"24",21,"0",4,"1937-09-19","1993-05-03",6,"Meat/Poultry",3,"Federal Shipping"
10707,"1997-10-16","AROUT","Thomas Hardy",57,"Ravioli Angelo",5,"19.5",36,0,20,0,10707,57,"19.5",40,"0",4,"1937-09-19","1993-05-03",5,"Grains/Cereals",3,"Federal Shipping"
10707,"1997-10-16","AROUT","Thomas Hardy",70,"Outback Lager",1,"15",15,10,30,0,10707,70,"15",28,"0.15",4,"1937-09-19","1993-05-03",1,"Beverages",3,"Federal Shipping"
10708,"1997-10-17","THEBI","Liz Nixon",5,"Chef Anton's Gumbo Mix",2,"21.35",0,0,0,1,10708,5,"21.35",4,"0",6,"1963-07-02","1993-10-17",2,"Condiments",2,"United Package"
10708,"1997-10-17","THEBI","Liz Nixon",36,"Inlagd Sill",8,"19",112,0,20,0,10708,36,"19",5,"0",6,"1963-07-02","1993-10-17",8,"Seafood",2,"United Package"
10709,"1997-10-17","GOURL","André Fonseca",8,"Northwoods Cranberry Sauce",2,"40",6,0,0,0,10709,8,"40",40,"0",1,"1948-12-08","1992-05-01",2,"Condiments",3,"Federal Shipping"
10709,"1997-10-17","GOURL","André Fonseca",51,"Manjimup Dried Apples",7,"53",20,0,10,0,10709,51,"53",28,"0",1,"1948-12-08","1992-05-01",7,"Produce",3,"Federal Shipping"
10709,"1997-10-17","GOURL","André Fonseca",60,"Camembert Pierrot",4,"34",19,0,0,0,10709,60,"34",10,"0",1,"1948-12-08","1992-05-01",4,"Dairy Products",3,"Federal Shipping"
10710,"1997-10-20","FRANS","Paolo Accorti",19,"Teatime Chocolate Biscuits",3,"9.2",25,0,5,0,10710,19,"9.2",5,"0",1,"1948-12-08","1992-05-01",3,"Confections",1,"Speedy Express"
10710,"1997-10-20","FRANS","Paolo Accorti",47,"Zaanse koeken",3,"9.5",36,0,0,0,10710,47,"9.5",5,"0",1,"1948-12-08","1992-05-01",3,"Confections",1,"Speedy Express"
10711,"1997-10-21","SAVEA","Jose Pavarotti",19,"Teatime Chocolate Biscuits",3,"9.2",25,0,5,0,10711,19,"9.2",12,"0",5,"1955-03-04","1993-10-17",3,"Confections",2,"United Package"
10711,"1997-10-21","SAVEA","Jose Pavarotti",41,"Jack's New England Clam Chowder",8,"9.65",85,0,10,0,10711,41,"9.65",42,"0",5,"1955-03-04","1993-10-17",8,"Seafood",2,"United Package"
10711,"1997-10-21","SAVEA","Jose Pavarotti",53,"Perth Pasties",6,"32.8",0,0,0,1,10711,53,"32.8",120,"0",5,"1955-03-04","1993-10-17",6,"Meat/Poultry",2,"United Package"
10712,"1997-10-21","HUNGO","Patricia McKenna",53,"Perth Pasties",6,"32.8",0,0,0,1,10712,53,"32.8",3,"0.05",3,"1963-08-30","1992-04-01",6,"Meat/Poultry",1,"Speedy Express"
10712,"1997-10-21","HUNGO","Patricia McKenna",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10712,56,"38",30,"0",3,"1963-08-30","1992-04-01",5,"Grains/Cereals",1,"Speedy Express"
10713,"1997-10-22","SAVEA","Jose Pavarotti",10,"Ikura",8,"31",31,0,0,0,10713,10,"31",18,"0",1,"1948-12-08","1992-05-01",8,"Seafood",1,"Speedy Express"
10713,"1997-10-22","SAVEA","Jose Pavarotti",26,"Gumbär Gummibärchen",3,"31.23",15,0,0,0,10713,26,"31.23",30,"0",1,"1948-12-08","1992-05-01",3,"Confections",1,"Speedy Express"
10713,"1997-10-22","SAVEA","Jose Pavarotti",45,"Rogede sild",8,"9.5",5,70,15,0,10713,45,"9.5",110,"0",1,"1948-12-08","1992-05-01",8,"Seafood",1,"Speedy Express"
10713,"1997-10-22","SAVEA","Jose Pavarotti",46,"Spegesild",8,"12",95,0,0,0,10713,46,"12",24,"0",1,"1948-12-08","1992-05-01",8,"Seafood",1,"Speedy Express"
10714,"1997-10-22","SAVEA","Jose Pavarotti",2,"Chang",1,"19",17,40,25,1,10714,2,"19",30,"0.25",5,"1955-03-04","1993-10-17",1,"Beverages",3,"Federal Shipping"
10714,"1997-10-22","SAVEA","Jose Pavarotti",17,"Alice Mutton",6,"39",0,0,0,1,10714,17,"39",27,"0.25",5,"1955-03-04","1993-10-17",6,"Meat/Poultry",3,"Federal Shipping"
10714,"1997-10-22","SAVEA","Jose Pavarotti",47,"Zaanse koeken",3,"9.5",36,0,0,0,10714,47,"9.5",50,"0.25",5,"1955-03-04","1993-10-17",3,"Confections",3,"Federal Shipping"
10714,"1997-10-22","SAVEA","Jose Pavarotti",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10714,56,"38",18,"0.25",5,"1955-03-04","1993-10-17",5,"Grains/Cereals",3,"Federal Shipping"
10714,"1997-10-22","SAVEA","Jose Pavarotti",58,"Escargots de Bourgogne",8,"13.25",62,0,20,0,10714,58,"13.25",12,"0.25",5,"1955-03-04","1993-10-17",8,"Seafood",3,"Federal Shipping"
10715,"1997-10-23","BONAP","Laurence Lebihan",10,"Ikura",8,"31",31,0,0,0,10715,10,"31",21,"0",3,"1963-08-30","1992-04-01",8,"Seafood",1,"Speedy Express"
10715,"1997-10-23","BONAP","Laurence Lebihan",71,"Flotemysost",4,"21.5",26,0,0,0,10715,71,"21.5",30,"0",3,"1963-08-30","1992-04-01",4,"Dairy Products",1,"Speedy Express"
10716,"1997-10-24","RANCH","Sergio Gutiérrez",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10716,21,"10",5,"0",4,"1937-09-19","1993-05-03",3,"Confections",2,"United Package"
10716,"1997-10-24","RANCH","Sergio Gutiérrez",51,"Manjimup Dried Apples",7,"53",20,0,10,0,10716,51,"53",7,"0",4,"1937-09-19","1993-05-03",7,"Produce",2,"United Package"
10716,"1997-10-24","RANCH","Sergio Gutiérrez",61,"Sirop d'érable",2,"28.5",113,0,25,0,10716,61,"28.5",10,"0",4,"1937-09-19","1993-05-03",2,"Condiments",2,"United Package"
10717,"1997-10-24","FRANK","Peter Franken",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10717,21,"10",32,"0.05",1,"1948-12-08","1992-05-01",3,"Confections",2,"United Package"
10717,"1997-10-24","FRANK","Peter Franken",54,"Tourtière",6,"7.45",21,0,10,0,10717,54,"7.45",15,"0",1,"1948-12-08","1992-05-01",6,"Meat/Poultry",2,"United Package"
10717,"1997-10-24","FRANK","Peter Franken",69,"Gudbrandsdalsost",4,"36",26,0,15,0,10717,69,"36",25,"0.05",1,"1948-12-08","1992-05-01",4,"Dairy Products",2,"United Package"
10718,"1997-10-27","KOENE","Philip Cramer",12,"Queso Manchego La Pastora",4,"38",86,0,0,0,10718,12,"38",36,"0",1,"1948-12-08","1992-05-01",4,"Dairy Products",3,"Federal Shipping"
10718,"1997-10-27","KOENE","Philip Cramer",16,"Pavlova",3,"17.45",29,0,10,0,10718,16,"17.45",20,"0",1,"1948-12-08","1992-05-01",3,"Confections",3,"Federal Shipping"
10718,"1997-10-27","KOENE","Philip Cramer",36,"Inlagd Sill",8,"19",112,0,20,0,10718,36,"19",40,"0",1,"1948-12-08","1992-05-01",8,"Seafood",3,"Federal Shipping"
10718,"1997-10-27","KOENE","Philip Cramer",62,"Tarte au sucre",3,"49.3",17,0,0,0,10718,62,"49.3",20,"0",1,"1948-12-08","1992-05-01",3,"Confections",3,"Federal Shipping"
10719,"1997-10-27","LETSS","Jaime Yorres",18,"Carnarvon Tigers",8,"62.5",42,0,0,0,10719,18,"62.5",12,"0.25",8,"1958-01-09","1994-03-05",8,"Seafood",2,"United Package"
10719,"1997-10-27","LETSS","Jaime Yorres",30,"Nord-Ost Matjeshering",8,"25.89",10,0,15,0,10719,30,"25.89",3,"0.25",8,"1958-01-09","1994-03-05",8,"Seafood",2,"United Package"
10719,"1997-10-27","LETSS","Jaime Yorres",54,"Tourtière",6,"7.45",21,0,10,0,10719,54,"7.45",40,"0.25",8,"1958-01-09","1994-03-05",6,"Meat/Poultry",2,"United Package"
10720,"1997-10-28","QUEDE","Bernardo Batista",35,"Steeleye Stout",1,"18",20,0,15,0,10720,35,"18",21,"0",8,"1958-01-09","1994-03-05",1,"Beverages",2,"United Package"
10720,"1997-10-28","QUEDE","Bernardo Batista",71,"Flotemysost",4,"21.5",26,0,0,0,10720,71,"21.5",8,"0",8,"1958-01-09","1994-03-05",4,"Dairy Products",2,"United Package"
10721,"1997-10-29","QUICK","Horst Kloss",44,"Gula Malacca",2,"19.45",27,0,15,0,10721,44,"19.45",50,"0.05",5,"1955-03-04","1993-10-17",2,"Condiments",3,"Federal Shipping"
10722,"1997-10-29","SAVEA","Jose Pavarotti",2,"Chang",1,"19",17,40,25,1,10722,2,"19",3,"0",8,"1958-01-09","1994-03-05",1,"Beverages",1,"Speedy Express"
10722,"1997-10-29","SAVEA","Jose Pavarotti",31,"Gorgonzola Telino",4,"12.5",0,70,20,0,10722,31,"12.5",50,"0",8,"1958-01-09","1994-03-05",4,"Dairy Products",1,"Speedy Express"
10722,"1997-10-29","SAVEA","Jose Pavarotti",68,"Scottish Longbreads",3,"12.5",6,10,15,0,10722,68,"12.5",45,"0",8,"1958-01-09","1994-03-05",3,"Confections",1,"Speedy Express"
10722,"1997-10-29","SAVEA","Jose Pavarotti",75,"Rhönbräu Klosterbier",1,"7.75",125,0,25,0,10722,75,"7.75",42,"0",8,"1958-01-09","1994-03-05",1,"Beverages",1,"Speedy Express"
10723,"1997-10-30","WHITC","Karl Jablonski",26,"Gumbär Gummibärchen",3,"31.23",15,0,0,0,10723,26,"31.23",15,"0",3,"1963-08-30","1992-04-01",3,"Confections",1,"Speedy Express"
10724,"1997-10-30","MEREP","Jean Fresnière",10,"Ikura",8,"31",31,0,0,0,10724,10,"31",16,"0",8,"1958-01-09","1994-03-05",8,"Seafood",2,"United Package"
10724,"1997-10-30","MEREP","Jean Fresnière",61,"Sirop d'érable",2,"28.5",113,0,25,0,10724,61,"28.5",5,"0",8,"1958-01-09","1994-03-05",2,"Condiments",2,"United Package"
10725,"1997-10-31","FAMIA","Aria Cruz",41,"Jack's New England Clam Chowder",8,"9.65",85,0,10,0,10725,41,"9.65",12,"0",4,"1937-09-19","1993-05-03",8,"Seafood",3,"Federal Shipping"
10725,"1997-10-31","FAMIA","Aria Cruz",52,"Filo Mix",5,"7",38,0,25,0,10725,52,"7",4,"0",4,"1937-09-19","1993-05-03",5,"Grains/Cereals",3,"Federal Shipping"
10725,"1997-10-31","FAMIA","Aria Cruz",55,"Pâté chinois",6,"24",115,0,20,0,10725,55,"24",6,"0",4,"1937-09-19","1993-05-03",6,"Meat/Poultry",3,"Federal Shipping"
10726,"1997-11-03","EASTC","Ann Devon",4,"Chef Anton's Cajun Seasoning",2,"22",53,0,0,0,10726,4,"22",25,"0",4,"1937-09-19","1993-05-03",2,"Condiments",1,"Speedy Express"
10726,"1997-11-03","EASTC","Ann Devon",11,"Queso Cabrales",4,"21",22,30,30,0,10726,11,"21",5,"0",4,"1937-09-19","1993-05-03",4,"Dairy Products",1,"Speedy Express"
10727,"1997-11-03","REGGC","Maurizio Moroni",17,"Alice Mutton",6,"39",0,0,0,1,10727,17,"39",20,"0.05",2,"1952-02-19","1992-08-14",6,"Meat/Poultry",1,"Speedy Express"
10727,"1997-11-03","REGGC","Maurizio Moroni",56,"Gnocchi di nonna Alice",5,"38",21,10,30,0,10727,56,"38",10,"0.05",2,"1952-02-19","1992-08-14",5,"Grains/Cereals",1,"Speedy Express"
10727,"1997-11-03","REGGC","Maurizio Moroni",59,"Raclette Courdavault",4,"55",79,0,0,0,10727,59,"55",10,"0.05",2,"1952-02-19","1992-08-14",4,"Dairy Products",1,"Speedy Express"
10728,"1997-11-04","QUEEN","Lúcia Carvalho",30,"Nord-Ost Matjeshering",8,"25.89",10,0,15,0,10728,30,"25.89",15,"0",4,"1937-09-19","1993-05-03",8,"Seafood",2,"United Package"
10728,"1997-11-04","QUEEN","Lúcia Carvalho",40,"Boston Crab Meat",8,"18.4",123,0,30,0,10728,40,"18.4",6,"0",4,"1937-09-19","1993-05-03",8,"Seafood",2,"United Package"
10728,"1997-11-04","QUEEN","Lúcia Carvalho",55,"Pâté chinois",6,"24",115,0,20,0,10728,55,"24",12,"0",4,"1937-09-19","1993-05-03",6,"Meat/Poultry",2,"United Package"
10728,"1997-11-04","QUEEN","Lúcia Carvalho",60,"Camembert Pierrot",4,"34",19,0,0,0,10728,60,"34",15,"0",4,"1937-09-19","1993-05-03",4,"Dairy Products",2,"United Package"
10729,"1997-11-04","LINOD","Felipe Izquierdo",1,"Chai",1,"18",39,0,10,1,10729,1,"18",50,"0",8,"1958-01-09","1994-03-05",1,"Beverages",3,"Federal Shipping"
10729,"1997-11-04","LINOD","Felipe Izquierdo",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10729,21,"10",30,"0",8,"1958-01-09","1994-03-05",3,"Confections",3,"Federal Shipping"
10729,"1997-11-04","LINOD","Felipe Izquierdo",50,"Valkoinen suklaa",3,"16.25",65,0,30,0,10729,50,"16.25",40,"0",8,"1958-01-09","1994-03-05",3,"Confections",3,"Federal Shipping"
10730,"1997-11-05","BONAP","Laurence Lebihan",16,"Pavlova",3,"17.45",29,0,10,0,10730,16,"17.45",15,"0.05",5,"1955-03-04","1993-10-17",3,"Confections",1,"Speedy Express"
10730,"1997-11-05","BONAP","Laurence Lebihan",31,"Gorgonzola Telino",4,"12.5",0,70,20,0,10730,31,"12.5",3,"0.05",5,"1955-03-04","1993-10-17",4,"Dairy Products",1,"Speedy Express"
10730,"1997-11-05","BONAP","Laurence Lebihan",65,"Louisiana Fiery Hot Pepper Sauce",2,"21.05",76,0,0,0,10730,65,"21.05",10,"0.05",5,"1955-03-04","1993-10-17",2,"Condiments",1,"Speedy Express"
10731,"1997-11-06","CHOPS","Yang Wang",21,"Sir Rodney's Scones",3,"10",3,40,5,0,10731,21,"10",40,"0.05",7,"1960-05-29","1994-01-02",3,"Confections",1,"Speedy Express"
10731,"1997-11-06","CHOPS","Yang Wang",51,"Manjimup Dried Apples",7,"53",20,0,10,0,10731,51,"53",30,"0.05",7,"1960-05-29","1994-01-02",7,"Produce",1,"Speedy Express"
10732,"1997-11-06","BONAP","Laurence Lebihan",76,"Lakkalikööri",1,"18",57,0,20,0,10732,76,"18",20,"0",3,"1963-08-30","1992-04-01",1,"Beverages",1,"Speedy Express"
10733,"1997-11-07","BERGS","Christina Berglund",14,"Tofu",7,"23.25",35,0,0,0,10733,14,"23.25",16,"0",1,"1948-12-08","1992-05-01",7,"Produce",3,"Federal Shipping"
10733,"1997-11-07","BERGS","Christina Berglund",28,"Rössle Sauerkraut",7,"45.6",26,0,0,1,10733,28,"45.6",20,"0",1,"1948-12-08","1992-05-01",7,"Produce",3,"Federal Shipping"
10733,"1997-11-07","BERGS","Christina Berglund",52,"Filo Mix",5,"7",38,0,25,0,10733,52,"7",25,"0",1,"1948-12-08","1992-05-01",5,"Grains/Cereals",3,"Federal Shipping"
10734,"1997-11-07","GOURL","André Fonseca",6,"Grandma's Boysenberry Spread",2,"25",120,0,25,0,10734,6,"25",30,"0",2,"1952-02-19","1992-08-14",2,"Condiments",3,"Federal Shipping"
10734,"1997-11-07","GOURL","André Fonseca",30,"Nord-Ost Matjeshering",8,"25.89",10,0,15,0,10734,30,"25.89",15,"0",2,"1952-02-19","1992-08-14",8,"Seafood",3,"Federal Shipping"
10734,"1997-11-07","GOURL","André Fonseca",76,"Lakkalikööri",1,"18",57,0,20,0,10734,76,"18",20,"0",2,"1952-02-19","1992-08-14",1,"Beverages",3,"Federal Shipping"
10735,"1997-11-10","LETSS","Jaime Yorres",61,"Sirop d'érable",2,"28.5",113,0,25,0,10735,61,"28.5",20,"0.1",6,"1963-07-02","1993-10-17",2,"Condiments",2,"United Package"
10735,"1997-11-10","LETSS","Jaime Yorres",77,"Original Frankfurter grüne Soße",2,"13",32,0,15,0,10735,77,"13",2,"0.1",6,"1963-07-02","1993-10-17",2,"Condiments",2,"United Package"
